what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358956557826
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358956602481
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358956602631
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358956637694
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358956641625
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1358956641635
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358956643046
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1358956653736
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358956659127
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1358956666337
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1358956667297
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1358956670198
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358956671428
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1358956673438
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1358956673868
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1358956674948
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358956684240
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358956689560
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358956731244
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358956734064
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358956755485
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358956758076
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358956759166
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358956759936
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358956761466
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358956766926
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358956777687
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358956882337
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358956887097
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358956896388
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358956906379
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358956908179
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358956928041
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358956939552
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358956941692
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358956947923
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358956949703
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358956955723
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358956959104
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358956965584
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358957026214
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1358957028734
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1358957030365
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358957038007
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358957040237
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358957040347
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358957061272
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358957064843
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358957066983
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358957120345
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358957121535
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358957122545
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1358957122555
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358957150267
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358957178661
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358957178671
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358957184601
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358957184701
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358957190172
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358957193512
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358957200313
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358957200403
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358957204403
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358957206704
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358957210135
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358957213956
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1358957215627
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358957222359
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358957224509
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358957234733
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1358957234753
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358957236644
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358957250235
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358957252405
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358957260416
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358957272950
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1358957272960
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358957274281
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358957276471
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358957277701
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358957278811
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358957282022
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358957298683
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358957312834
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358957312924
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358957326065
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358957335609
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358957335939
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358957389879
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358957425518
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358957427308
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358957438862
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1358957439882
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1358957442383
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358957442563
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358957442633
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358957496278
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358957549930
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358957566352
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358957569512
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358957569983
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358957570363
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358957570844
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.rename.element",1358957575694
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358957579784
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.rename.element",1358957586075
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358957589305
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1358957596216
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1358957596836
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358957609408
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358957609658
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358957609688
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358957609728
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358957609758
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358957609888
