what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358976172310
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358976172340
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358976172380
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358976172410
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358976175540
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358976175680
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358976175830
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358976176160
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358976196542
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358976196852
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358976197502
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358976231934
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358976232124
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358976252985
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358976253445
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358976255185
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358976257596
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358976265186
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358976275617
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358976318812
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358976329052
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358976344584
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358976349618
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358976400832
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358976431025
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358976431185
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358976431335
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358976431475
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1358976445646
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358976445836
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358976445906
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358976453397
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358976461878
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.create.getter.setter",1358976461918
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358976463568
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358976464228
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358976464298
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358976464298
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358976474788
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358976474878
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358976476308
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358976476458
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358976481168
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358976481268
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358976481318
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358976491679
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358976495559
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358976496839
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358976499909
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358976501110
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358976556366
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358976595415
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358976597315
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358976603726
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358976605266
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358976606546
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358976622597
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358976651790
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1358976651800
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358976668491
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358976670902
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358976680094
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1358976680104
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358976682474
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358976784252
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358976784272
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358976832326
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358976950004
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358976955865
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358976965145
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358976996318
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358976996458
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358977004950
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358977010712
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358977019193
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358977058896
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1358977083377
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1358977084237
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358977085027
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358977086897
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358977100658
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358977120941
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358977126531
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358977129191
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358977133812
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358977136952
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358977148974
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358977153774
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358977157104
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358977165305
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358977175856
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1358977175886
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358977179962
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358977181522
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1358977181552
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358977186622
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358977188923
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358977228297
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358977231938
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358977240068
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358977267968
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358977273580
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358977310152
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358977350398
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1358977350408
