what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358958656512
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358958679028
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358958691591
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358958691691
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358958711769
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358958728121
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1358958728131
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358958729746
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358958733926
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358958742277
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358958757299
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358958759029
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358958774101
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358958783431
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358958785382
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358958802073
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358958802463
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358958831907
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358958832007
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358958856809
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358958891051
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358958901783
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358959003957
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358959005847
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358959056103
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1358959056403
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1358959075466
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1358959079436
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358959082126
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358959093000
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1358959093880
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1358959099261
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358959102062
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358959102132
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358959116842
